,username,description,location,following,followers,totaltweets,tweetid,source,tweetdate,tweetlength,likescount,retweetcount,text,hashtags,len_hashtags,city,country,Subjectivity,Polarity,Analysis
136,don2talljuan,Just say no!,"Rock Hill, SC",1049,122,4036,1336809395393601544,WEB,2020-12-09,34,0,0,get covid19vaccine,['COVID19Vaccine'],1,Rock Hill,USA,0.0,0.0,Neutral
137,PertectlyFrank,"Frank Magnani is a seasoned Wall Street executive who is passionate about healthcare, saving Medicare and Social Security, and protecting our planet.","New York, USA",5,1,71,1336809334475468800,APPLE,2020-12-09,299,1,1,need one gop senator standup confront trump hell wrong party plan 2024 get nation running people dying broke covid19vaccine trump,"['COVID19Vaccine', 'trump']",2,New York,USA,0.9,-0.5,Negative
138,ThePhotowagon,"Semi-retired technology teacher, designer, artist, futurist, activist, motorcyclist, Maker, 3D, hydroponics, electronics. See designs: https://t.co/9t5tfmfI3T","Ottawa, Ontario, Canada",2898,2909,84354,1336808951527174147,ANDROID,2020-12-09,201,1,0,buckabeerpremier dougfraud utter failure play mob boss drinkupsuckers nevervoteconservative ontariopcunfittogovern onpoli covid19vaccine,"['BuckABeerPremier', 'DougFraud', 'DrinkUpSuckers', 'NeverVoteConservative', 'OntarioPCUnfitToGovern', 'onpoli', 'COVID19Vaccine']",7,Ottawa,CANADA,0.65,-0.15833333333333335,Negative
139,83southhealth,Health Education and Health Communication Services by @healthednerd | #PublicHealth #Nursing #HealthLiteracy #Cancer #83southhealth | Instagram @83southhealth,"Durham, North Carolina, USA ",67,21,45,1336808940693311489,APPLE,2020-12-09,149,0,0,takeaway messaging words important regards covid19vaccine saying side effect reaction vs adverse event covid19conversations,"['COVID19Vaccine', 'covid19conversations']",2,Durham,USA,1.0,0.4,Positive
141,seeafillem6277,I yam what I yam ~Popeye,"New York state of mind, Utah",262,52,717,1336808371740033025,WEB,2020-12-09,84,0,0,important vaccine vaccines covid covid19vaccine,"['vaccine', 'vaccines', 'COVID', 'COVID19Vaccine']",4,New York state of mind,USA,1.0,0.4,Positive
144,Microbe_Mineral,Earth science professor / geomicrobiologist He/him.,"Delaware, OH",74,44,1224,1336807982391300096,ANDROID,2020-12-09,255,0,0,cried listening coverage first covid19vaccine administration uk dont think appreciated perpetual stress ive trying keep kids students safe healthy ready,['COVID19Vaccine'],1,Delaware,USA,0.38666666666666666,0.32999999999999996,Positive
145,CHEManager_EU,"Wiley’s leading media brand providing first-hand information on the global chemical, life science and process industries.  https://t.co/xh8S6IJnaB","Weinheim, Germany",1197,3452,24017,1336807587552112652,TWEETDECK,2020-12-09,264,1,0,tx biotech poised receiving eua mrnabased covid19vaccine merck said already made substantial gains shares held since 2015 2018,"['biotech', 'EUA', 'Covid19vaccine']",3,Weinheim,EUROPE,0.0,0.0,Neutral
148,CurlyKittenz,Nothing strengthens Authority as much as silence.,"England, United Kingdom",1553,873,8972,1336807338796343306,ANDROID,2020-12-09,139,1,0,big list holistic doctors died courtesy vaccination holistic vaccin covid19vaccine,"['vaccination', 'holistic', 'Vaccin', 'COVID19Vaccine']",4,England,ENGLAND,0.1,0.0,Neutral
149,MarleneLeafs,📍Displaced Torontonian 🌊 Lake Superior ❇️Lord Huron 🕹Adventurer 🚙Road Tripper ...... 🍁Toronto Maple Leafs,"Manitoba, Canada",250,343,15988,1336807283192426498,APPLE,2020-12-09,132,0,0,adverse reaction took tylenol vaccination dont get undies knot people covid19vaccine,"['vaccination', 'COVID19Vaccine']",2,Manitoba,CANADA,0.0,0.0,Neutral
150,DrLaurenWilson,Pediatric hospitalist. Child advocate.  @UWMedicine WWAMI #MedEd. VP MT chapter @AmerAcadPeds. Enthusiastic but terrible hockey player. Views my own. She/her.,"Missoula, MT",850,649,990,1336807232390959104,ANDROID,2020-12-09,220,100,3,found unit hospital likely receive covid19vaccine dec 1618 darn excited us count enthusiastically board reviewing information available vaccineswork,"['COVID19Vaccine', 'VaccinesWork']",2,Missoula,USA,0.7166666666666667,0.25833333333333336,Positive
151,TheUsmanButt,"Television Journalist, Researcher, AP and Writer. Huff Post, BBC and London360","London, UK",1166,469,8005,1336806952568037376,APPLE,2020-12-09,167,0,0,uk media clearly confident success covid19vaccine gone back discussing everyones favourite prepandemic topic brexit,"['COVID19Vaccine', 'Brexit']",2,London,ENGLAND,0.2777777777777778,0.26666666666666666,Positive
153,el_nomad,"#LFC #LFCFollowback #LFCFamily
Black & Muslim Lives Matter - Anti-Racism (Not Anti-White)  #OneHumanRace #Truther #DontFallForTheDivideAndConquer #Unity","Manchester, UK",964,790,1196,1336806868862251009,WEB,2020-12-09,98,0,0,covid19vaccine may give people immunity 90 days say scientists,['COVID19Vaccine'],1,Manchester,ENGLAND,0.0,0.0,Neutral
154,CMHaughey,Personal Injury and Clinical Negligence Practitioners,"Dublin 8, Ireland",1949,859,7881,1336806600129060866,APPLE,2020-12-09,165,1,0,covid19vaccine former allergan ceo pfizer 27s 1950 covid19 vaccine dose price 27is pretty good bargain27 via,['COVID19Vaccine'],1,Dublin 8,EUROPE,0.5333333333333333,0.31666666666666665,Positive
157,ReinaldoTorral2,"Common sense and personal responsibility, try that before blaming others! Like = Like & RT = RT. 😎","Irvine, CA",360,389,14757,1336806395866333186,APPLE,2020-12-09,169,0,0,bill gates coronavirus vaccine side effects trial participants warn intense symptoms possible adverse effects covid19vaccine,['COVID19Vaccine'],1,Irvine,USA,1.0,0.1,Positive
158,RedRiding2024,"Mother, Daughter, Sister. Investor, Inventor, Mentor. Impossible... never.","Washington, DC",43,5,69,1336806329411842049,APPLE,2020-12-09,238,3,0,good news spread best onboard announcement united flight today tpa folks good news vaccines coming lot flights belgium chicago minessota covid19vaccine,['COVID19Vaccine'],1,Washington,USA,0.5000000000000001,0.7999999999999999,Positive
161,jenkilks,"Recovering coder turned entrepreneur. 😎
Boss Lady 💪 Wife 💍 Boy Mom 💙💙 
Obsessed with digital marketing, female empowerment, history, human rights  +","Las Vegas, NV",915,1196,8405,1336806284784328705,WEB,2020-12-09,198,0,0,idea high risk son may able get vaccinated high risk individuals well need cry break covid covid19vaccine,"['COVID', 'COVID19Vaccine']",2,Las Vegas,USA,0.5683333333333334,0.2733333333333334,Positive
163,FrannyCrawford1,"Mother, doctor, helper, teacher, friend, neighbour, homeowner, cyclist, runner, music lover, traveller to the places that are heaven on earth.","Kingston, Ontario, Canada",481,1448,34904,1336806095445053441,APPLE,2020-12-09,193,7,0,celebration 2 im making hobby future celebrations health canada approves vaccine next approval soon covid19 covid19vaccine fransion,"['COVID19', 'COVID19Vaccine', 'fransion']",3,Kingston,CANADA,0.0625,0.0,Neutral
166,jenkilks,"Recovering coder turned entrepreneur. 😎
Boss Lady 💪 Wife 💍 Boy Mom 💙💙 
Obsessed with digital marketing, female empowerment, history, human rights  +","Las Vegas, NV",915,1196,8405,1336805802271678464,WEB,2020-12-09,199,0,0,people history significant allergic reactions currently receive pfizerbiontech vaccine covid19vaccine allergy,"['COVID19Vaccine', 'Allergy']",2,Las Vegas,USA,0.6375,0.1875,Positive
168,LawrenceGostin,Director @ONeillInstitute; Chaired Prof. Global Health Law @GeorgetownLaw; Director @WHO Center on Public Health & Human Rights; Global Editor @JAMA_current,"Washington, DC",772,13765,4128,1336805477729132544,WEB,2020-12-09,303,29,7,tomorrow awesome day fda covid19vaccine panel meets show stopper signals beginning end pandemic launch seminal text foundations global health human rights tco7ja7eqq4ec,['COVID19Vaccine'],1,Washington,USA,0.3666666666666667,0.3333333333333333,Positive
172,msiphotography,"Human, Artistic, Observer & Full time survivor ..... well so far","Earth, just like you",215,272,14046,1336805329707950085,APPLE,2020-12-09,109,0,0,000 died covid19vaccine covid19uk,"['COVID19Vaccine', 'covid19uk']",2,Earth,USA,0.0,0.0,Neutral
173,JoshChapinABC11,"Reporter/Fill in Anchor for ABC 11, die hard Duke basketball fan and rabid crossword puzzler.","Raleigh-Durham, NC",4286,4834,18997,1336805147213697025,WEB,2020-12-09,145,0,0,freezers covid19vaccine set negative 90 degrees fahrenheit perspective freezer home 0 degrees abc11,"['COVID19Vaccine', 'abc11']",2,Raleigh-Durham,USA,0.4,-0.3,Negative
175,el_nomad,"#LFC #LFCFollowback #LFCFamily
Black & Muslim Lives Matter - Anti-Racism (Not Anti-White)  #OneHumanRace #Truther #DontFallForTheDivideAndConquer #Unity","Manchester, UK",964,790,1196,1336805028443590659,WEB,2020-12-09,188,0,0,fda likely scrutinize allergic reactions pfizers covid19vaccine uk clearing use us trump vaccine chief says saynotomandatoryvaccination,"['COVID19Vaccine', 'SayNoToMandatoryVaccination']",2,Manchester,ENGLAND,1.0,0.0,Neutral
176,fatmino,,"London, England",88,38,889,1336805014640226305,APPLE,2020-12-09,144,1,0,basically type genocide urge government stop killing humans fradulant way covid19vaccine,['COVID19Vaccine'],1,London,ENGLAND,0.0,0.0,Neutral
178,siemaiqbal,"Mum Doctor (GP) British Muslim (RTnot endorsements) Co-founder @AvowOrg Trustee @askdoc1 Advisory @EveryDoctorUK Media(BBC,Guardian,HuffP 5Pillars,MEE,Indy,Ch4)","Manchester, UK",1186,7505,19042,1336804533645742082,ANDROID,2020-12-09,301,6,4,please visit lots videos flu covid19vaccine cancer screening lockdown advice test trace different languages health care professionals ensuring accessibility please get touch info,['COVID19Vaccine'],1,Manchester,ENGLAND,0.6,0.0,Neutral
179,HolisticZombie,"Merry COVID Christmas 
 from ZOMBIELAND 
  in #LockDown....again !!!
  #TheGreatReset #FightBack #NoMoreLockdowns","Toronto, Canada ",3971,1838,15777,1336804182750355458,WEB,2020-12-09,203,1,0,yup vulnerable test subjects think stupid cant see vaccinehungergames vaccines covid19vaccine covidvaccine,"['VaccineHungerGames', 'vaccines', 'COVID19Vaccine', 'CovidVaccine']",4,Toronto,CANADA,0.75,-0.6499999999999999,Negative
180,MilitaryHealth,"Your official source for military health news and information. Following, shares, likes & links ≠ endorsement. Transparency: https://t.co/cotyouoCDU","Falls Church, Virginia",409,56455,19299,1336804070376534022,SPROUT SOCIAL,2020-12-09,221,7,3,today covid19vaccine read full article please visit,['COVID19Vaccine'],1,Falls Church,USA,0.55,0.35,Positive
183,HolisticZombie,"Merry COVID Christmas 
 from ZOMBIELAND 
  in #LockDown....again !!!
  #TheGreatReset #FightBack #NoMoreLockdowns","Toronto, Canada ",3971,1838,15777,1336803498881638409,WEB,2020-12-09,168,1,0,yes healthcanada like thorough independent review gmo food trust covid19vaccine cdnpoli onpoli,"['HealthCanada', 'GMO', 'COVID19Vaccine', 'cdnpoli', 'onpoli']",5,Toronto,CANADA,0.125,0.0,Neutral
184,be_assoc,"Humanitarian, HIV/AIDS activist. Helping assist in saving lives, addressing domestic violence, human trafficking & in making our world a better place.","Wellington City, New Zealand",422,402,7288,1336803400449622017,APPLE,2020-12-09,280,0,0,late late im amp watching hub bub covid19vaccine approvals soon baby available rollup sleeves bring also see loserinchief still spreading lies amp fantasy stories dumbitdownmoron,"['COVID19Vaccine', 'LoserInChief', 'DumbItDownMoron']",3,Wellington City,NEWZEALAND,0.5333333333333333,-0.06666666666666665,Negative
188,josh_eberhart,"Accountant, Part-Time University Instructor, Husband, Sports Fan, Denim Guru, Shoe Fanatic, and AM Radio Listener","St. Albert, Alberta",265,121,2035,1336802676110106624,APPLE,2020-12-09,171,0,0,appears though ableg abpoli covid19ab covid19 covid19vaccine,"['AbLeg', 'abpoli', 'COVID19AB', 'COVID19', 'COVID19Vaccine']",5,St. Albert,ALBERTA,0.0,0.0,Neutral
190,DuPageHD,"The Official Twitter Account of the DuPage County Health Department.  Everyone, Everywhere, Everyday","DuPage County, IL",115,2352,2892,1336802518949629962,WEB,2020-12-09,272,8,1,covid19vaccine dupage county next week time amount vaccine first shipment dupage expected 13000 doses read,['COVID19vaccine'],1,DuPage County,USA,0.24444444444444446,0.049999999999999996,Positive
192,HolisticZombie,"Merry COVID Christmas 
 from ZOMBIELAND 
  in #LockDown....again !!!
  #TheGreatReset #FightBack #NoMoreLockdowns","Toronto, Canada ",3971,1838,15777,1336802261297672192,WEB,2020-12-09,301,0,1,healthcanada working around clock ensure vaccine safety still allowing gmo monsanto canada possibly trust vet vaccine produced quicklythank much covid19 covid19vaccine,"['HealthCanada', 'vaccine', 'GMO', 'Monsanto', 'COVID19', 'COVID19Vaccine']",6,Toronto,CANADA,0.6,0.1,Positive
196,AlfieFromMelmac,"Apparently I’m a Resister, thought I was just a sane patriot. USMC vet. #VetsResist. Ret LE & Atty. Parent of 2&4 leggers. Sarcastic af. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇸","Red State, USA",1533,1268,7934,1336801776587198464,APPLE,2020-12-09,64,0,0,im world full cult 45 michael tibbs covid19vaccine,['COVID19Vaccine'],1,Red State,USA,0.55,0.35,Positive
197,trixieh20,"How do you tell a communist? Well, it's someone who reads Marx and Lenin. And how do you tell an anti-Communist? It's someone who understands Marx and Lenin.","San Diego, CA",233,95,619,1336801760539672576,APPLE,2020-12-09,196,0,0,angle occurred china daily noted rumored likely rumor covidhoax covid19vaccine covid,"['covidhoax', 'COVID19Vaccine', 'covid']",3,San Diego,USA,0.5,0.0,Neutral
198,CharlesMargetts,Cllr for Finchampstead North. Views are my own,"Finchampstead, England",436,135,1183,1336801583028269057,APPLE,2020-12-09,65,0,0,today first wokingham residents received covid19vaccine,"['wokingham', 'COVID19Vaccine']",2,Finchampstead,ENGLAND,0.3333333333333333,0.25,Positive
199,CEEN_TV,"CEEN TV, Caribbean Entertainment Everyday Network. Subscribe online @ https://t.co/Sxhdru9N5t, Canada - Rogers Ch 684 & Bell Ch 661, USA - Fios Ch 268 & Optimum Ch 1103","Kingston, Jamaica",1574,1437,8681,1336801552334532615,ECLINCHER,2020-12-09,298,0,0,jamaica senior comrade launches blistering attack opposition leader senate saga deepens amnesty international says rich countries hoarding covid19 vaccines details tonight ceennews pnp peterbunting markgolding normanhorne covid19 covid19vaccine,"['ceen_news', 'PNP', 'PeterBunting', 'MarkGolding', 'NormanHorne', 'COVID19', 'COVID19vaccine']",7,Kingston,JAMAICA,0.375,0.1875,Positive
202,smoph_star,Graduate Yr4 Medical Student | NHS Clinical Assistant | USW Med-Sci Graduate ⭐️,"Cardiff, Wales",550,808,5192,1336801259672776704,APPLE,2020-12-09,196,13,0,excited proud start work weekend helping deliver vaccine light end tunnel near must still careful critical time covid19vaccine,['COVID19Vaccine'],1,Cardiff,WALES,0.775,0.2625,Positive
205,Oigetit_Health,"Oigetit (Oh, I get it) filters Fake News. Try the Oigetit app here: For iPhone: https://t.co/uu0YddV5Dr & for Android cells: https://t.co/YlARgLz7py","Silicon Valley, CA",894,946,3226,1336801048007114752,APPLE,2020-12-09,159,1,0,many covid vaccines us state read covid19vaccine fda video credit tcowzuj9vl3ux,"['COVID19Vaccine', 'FDA']",2,Silicon Valley,USA,0.5,0.5,Positive
211,AttiaAleem,"Human Rights Activist, Refugee Law, Public Policy. Pro-Choice. Proud human to daisy💛 follow her: https://t.co/TFbTmcSGpA","Lahore, Pakistan ",845,229,3865,1336800344278528003,ANDROID,2020-12-09,107,1,0,informative covid19vaccine initiated uk dealing hiv,"['COVID19Vaccine', 'HIV']",2,Lahore,PAKISTAN,0.0,0.0,Neutral
217,andyrayner9,"Scottish Highlands land owner, Freeman of the City of London, Independent Financial Adviser, ex annoying scrum half, sometime rugby commentator and West Ham STH","Holsworthy, England",669,731,17265,1336799870108246016,APPLE,2020-12-09,98,1,0,wow thats simply explained covidvaccine covid19vaccine covid19,"['CovidVaccine', 'COVID19Vaccine', 'COVID19']",3,Holsworthy,ENGLAND,0.6785714285714286,0.05,Positive
218,LeighMilnerTV,Award-winning senior presenter/reporter for @BBCLookEast & @BBCNews. Occasionally @BBCWorld @BBCLondonNews. Presenter of @NakedGamingPod Subscribe here 👇🏼🎮,"London, England",904,5555,7824,1336799780459188227,APPLE,2020-12-09,119,44,1,got lots tell covid19vaccine tonight join 30pm tcodytxkf4qgv,['COVID19Vaccine'],1,London,ENGLAND,0.0,0.0,Neutral
219,ixi0310,"parler: @ladyvj 
insta: @jhart0003

It's nearly Chhrriissttmmaass🎅
Crohns Warrior 💪👊
I'm not a bot, just intellectually fantastic n a lil bit hot😘 #KBF","England, United Kingdom",311,845,17258,1336799689279201281,ANDROID,2020-12-09,89,1,0,whats wrong pics covid19vaccine injections nhs,"['COVID19Vaccine', 'injections', 'nhs']",3,England,ENGLAND,0.9,-0.5,Negative
